manual_capture_2026-01-07T04:45:23.659Z.jpg,2026-01-07 10:15:24,8,835
manual_capture_2026-01-07T04:45:30.676Z.jpg,2026-01-07 10:15:31,8,717
manual_capture_2026-01-07T04:45:33.354Z.jpg,2026-01-07 10:15:35,10,681
manual_capture_2026-01-07T04:45:45.786Z.jpg,2026-01-07 10:15:47,8,688
manual_capture_2026-01-07T04:45:59.975Z.jpg,2026-01-07 10:16:03,8,668
manual_capture_2026-01-07T04:46:04.893Z.jpg,2026-01-07 10:16:07,6,673
manual_capture_2026-01-07T04:46:06.811Z.jpg,2026-01-07 10:16:10,6,681
manual_capture_2026-01-07T04:46:25.500Z.jpg,2026-01-07 10:16:26,4,671
manual_capture_2026-01-07T04:46:29.387Z.jpg,2026-01-07 10:16:30,6,678
manual_capture_2026-01-07T04:46:31.799Z.jpg,2026-01-07 10:16:34,7,705
manual_capture_2026-01-07T04:46:31.801Z.jpg,2026-01-07 10:16:34,9,693
manual_capture_2026-01-07T04:47:09.074Z.jpg,2026-01-07 10:17:11,3,684
manual_capture_2026-01-07T04:47:09.524Z.jpg,2026-01-07 10:17:12,3,638
manual_capture_2026-01-07T04:47:10.162Z.jpg,2026-01-07 10:17:12,1,628
manual_capture_2026-01-07T04:47:14.098Z.jpg,2026-01-07 10:17:16,3,670
manual_capture_2026-01-07T04:47:17.104Z.jpg,2026-01-07 10:17:20,4,704
manual_capture_2026-01-07T04:47:20.018Z.jpg,2026-01-07 10:17:23,6,649
manual_capture_2026-01-07T04:47:28.541Z.jpg,2026-01-07 10:17:30,4,649
manual_capture_2026-01-07T04:47:31.093Z.jpg,2026-01-07 10:17:34,7,692
manual_capture_2026-01-07T04:47:31.717Z.jpg,2026-01-07 10:17:34,6,663
manual_capture_2026-01-07T04:47:44.346Z.jpg,2026-01-07 10:17:47,5,658
manual_capture_2026-01-07T04:47:44.371Z.jpg,2026-01-07 10:17:48,4,607
manual_capture_2026-01-07T04:47:46.479Z.jpg,2026-01-07 10:17:48,4,628
manual_capture_2026-01-07T04:47:52.515Z.jpg,2026-01-07 10:17:55,2,657
manual_capture_2026-01-07T04:47:54.374Z.jpg,2026-01-07 10:17:56,3,631
manual_capture_2026-01-07T04:47:58.831Z.jpg,2026-01-07 10:17:59,3,658
manual_capture_2026-01-07T04:48:00.681Z.jpg,2026-01-07 10:18:03,5,682
manual_capture_2026-01-07T04:48:01.140Z.jpg,2026-01-07 10:18:04,4,617
manual_capture_2026-01-07T04:48:01.556Z.jpg,2026-01-07 10:18:04,5,646
manual_capture_2026-01-07T04:48:02.367Z.jpg,2026-01-07 10:18:05,3,636
manual_capture_2026-01-07T04:48:02.955Z.jpg,2026-01-07 10:18:08,4,671
manual_capture_2026-01-07T04:48:03.387Z.jpg,2026-01-07 10:18:09,7,630
manual_capture_2026-01-07T04:48:03.472Z.jpg,2026-01-07 10:18:10,6,648
manual_capture_2026-01-07T04:48:04.021Z.jpg,2026-01-07 10:18:10,5,624
manual_capture_2026-01-07T04:48:05.113Z.jpg,2026-01-07 10:18:11,4,687
manual_capture_2026-01-07T04:48:05.604Z.jpg,2026-01-07 10:18:12,6,633
manual_capture_2026-01-07T04:48:05.641Z.jpg,2026-01-07 10:18:12,4,602
manual_capture_2026-01-07T04:48:05.932Z.jpg,2026-01-07 10:18:13,6,700
manual_capture_2026-01-07T04:48:06.728Z.jpg,2026-01-07 10:18:14,6,634
manual_capture_2026-01-07T04:48:07.483Z.jpg,2026-01-07 10:18:14,5,652
manual_capture_2026-01-07T04:48:07.780Z.jpg,2026-01-07 10:18:15,5,623
manual_capture_2026-01-07T04:48:07.938Z.jpg,2026-01-07 10:18:16,5,632
manual_capture_2026-01-07T04:48:11.523Z.jpg,2026-01-07 10:18:19,4,682
manual_capture_2026-01-07T04:48:16.897Z.jpg,2026-01-07 10:18:20,8,614
manual_capture_2026-01-07T04:48:16.947Z.jpg,2026-01-07 10:18:21,5,640
manual_capture_2026-01-07T04:48:22.315Z.jpg,2026-01-07 10:18:24,5,666
manual_capture_2026-01-07T04:48:22.374Z.jpg,2026-01-07 10:18:25,5,646
manual_capture_2026-01-07T04:48:22.931Z.jpg,2026-01-07 10:18:25,6,648
manual_capture_2026-01-07T04:48:24.306Z.jpg,2026-01-07 10:18:29,6,668
manual_capture_2026-01-07T04:48:25.390Z.jpg,2026-01-07 10:18:30,5,607
manual_capture_2026-01-07T04:48:30.982Z.jpg,2026-01-07 10:18:33,5,665
manual_capture_2026-01-07T04:48:32.929Z.jpg,2026-01-07 10:18:34,5,673
manual_capture_2026-01-07T04:48:33.870Z.jpg,2026-01-07 10:18:38,6,711
manual_capture_2026-01-07T04:48:34.427Z.jpg,2026-01-07 10:18:38,6,623
manual_capture_2026-01-07T04:48:35.409Z.jpg,2026-01-07 10:18:39,4,606
manual_capture_2026-01-07T04:48:35.790Z.jpg,2026-01-07 10:18:40,3,616
manual_capture_2026-01-07T04:48:37.279Z.jpg,2026-01-07 10:18:40,5,672
manual_capture_2026-01-07T04:48:37.504Z.jpg,2026-01-07 10:18:41,5,621
manual_capture_2026-01-07T04:48:38.206Z.jpg,2026-01-07 10:18:45,3,727
manual_capture_2026-01-07T04:48:38.618Z.jpg,2026-01-07 10:18:45,3,672
manual_capture_2026-01-07T04:48:39.057Z.jpg,2026-01-07 10:18:46,4,654
manual_capture_2026-01-07T04:48:39.538Z.jpg,2026-01-07 10:18:47,4,641
manual_capture_2026-01-07T04:48:39.614Z.jpg,2026-01-07 10:18:47,3,668
manual_capture_2026-01-07T04:48:39.658Z.jpg,2026-01-07 10:18:48,2,630
manual_capture_2026-01-07T04:48:40.260Z.jpg,2026-01-07 10:18:49,6,652
manual_capture_2026-01-07T04:48:41.080Z.jpg,2026-01-07 10:18:49,5,627
manual_capture_2026-01-07T04:48:41.723Z.jpg,2026-01-07 10:18:50,4,657
manual_capture_2026-01-07T04:48:45.230Z.jpg,2026-01-07 10:18:54,4,669
manual_capture_2026-01-07T04:48:49.038Z.jpg,2026-01-07 10:18:54,8,676
manual_capture_2026-01-07T04:48:52.051Z.jpg,2026-01-07 10:18:55,6,665
manual_capture_2026-01-07T04:48:52.116Z.jpg,2026-01-07 10:18:56,6,685
manual_capture_2026-01-07T04:49:00.159Z.jpg,2026-01-07 10:19:02,5,648
manual_capture_2026-01-07T04:49:00.663Z.jpg,2026-01-07 10:19:03,5,641
manual_capture_2026-01-07T04:49:04.716Z.jpg,2026-01-07 10:19:07,6,707
manual_capture_2026-01-07T04:49:05.132Z.jpg,2026-01-07 10:19:07,5,650
manual_capture_2026-01-07T04:49:08.635Z.jpg,2026-01-07 10:19:11,7,664
manual_capture_2026-01-07T04:49:10.343Z.jpg,2026-01-07 10:19:12,6,664
manual_capture_2026-01-07T04:49:12.935Z.jpg,2026-01-07 10:19:15,10,793
manual_capture_2026-01-07T04:49:12.936Z.jpg,2026-01-07 10:19:16,7,725
manual_capture_2026-01-07T04:49:13.273Z.jpg,2026-01-07 10:19:17,5,626
manual_capture_2026-01-07T04:49:16.017Z.jpg,2026-01-07 10:19:21,7,709
manual_capture_2026-01-07T04:49:16.193Z.jpg,2026-01-07 10:19:21,8,670
manual_capture_2026-01-07T04:49:16.518Z.jpg,2026-01-07 10:19:22,10,708
manual_capture_2026-01-07T04:49:16.659Z.jpg,2026-01-07 10:19:23,5,637
manual_capture_2026-01-07T04:49:17.399Z.jpg,2026-01-07 10:19:23,5,697
manual_capture_2026-01-07T04:49:19.818Z.jpg,2026-01-07 10:19:24,7,665
manual_capture_2026-01-07T04:49:20.374Z.jpg,2026-01-07 10:19:28,5,651
manual_capture_2026-01-07T04:49:22.784Z.jpg,2026-01-07 10:19:28,7,623
manual_capture_2026-01-07T04:49:22.956Z.jpg,2026-01-07 10:19:29,4,656
manual_capture_2026-01-07T04:49:28.443Z.jpg,2026-01-07 10:19:33,6,682
manual_capture_2026-01-07T04:49:29.406Z.jpg,2026-01-07 10:19:33,4,622
manual_capture_2026-01-07T04:49:38.911Z.jpg,2026-01-07 10:19:40,7,672
manual_capture_2026-01-07T04:50:05.789Z.jpg,2026-01-07 10:20:08,2,676
manual_capture_2026-01-07T04:50:08.693Z.jpg,2026-01-07 10:20:11,3,708
manual_capture_2026-01-07T04:50:55.623Z.jpg,2026-01-07 10:20:57,6,662
manual_capture_2026-01-07T04:50:56.551Z.jpg,2026-01-07 10:20:58,4,617
manual_capture_2026-01-07T04:51:12.949Z.jpg,2026-01-07 10:21:13,4,684
manual_capture_2026-01-07T04:51:15.558Z.jpg,2026-01-07 10:21:17,8,749
manual_capture_2026-01-07T04:51:20.914Z.jpg,2026-01-07 10:21:24,2,639
manual_capture_2026-01-07T04:51:22.371Z.jpg,2026-01-07 10:21:24,6,632
manual_capture_2026-01-07T04:51:35.239Z.jpg,2026-01-07 10:21:37,4,659
manual_capture_2026-01-07T04:51:36.259Z.jpg,2026-01-07 10:21:38,3,657
manual_capture_2026-01-07T04:51:38.985Z.jpg,2026-01-07 10:21:41,3,693
manual_capture_2026-01-07T04:51:39.888Z.jpg,2026-01-07 10:21:42,2,696
manual_capture_2026-01-07T04:51:39.944Z.jpg,2026-01-07 10:21:43,5,727
manual_capture_2026-01-07T04:51:40.073Z.jpg,2026-01-07 10:21:44,5,717
manual_capture_2026-01-07T04:51:40.255Z.jpg,2026-01-07 10:21:44,6,632
manual_capture_2026-01-07T04:51:41.085Z.jpg,2026-01-07 10:21:45,4,641
manual_capture_2026-01-07T04:51:41.419Z.jpg,2026-01-07 10:21:49,5,666
manual_capture_2026-01-07T04:51:43.638Z.jpg,2026-01-07 10:21:49,5,644
manual_capture_2026-01-07T04:51:44.821Z.jpg,2026-01-07 10:21:50,4,628
manual_capture_2026-01-07T04:51:45.586Z.jpg,2026-01-07 10:21:50,1,604
manual_capture_2026-01-07T04:51:46.696Z.jpg,2026-01-07 10:21:51,7,703
manual_capture_2026-01-07T04:51:47.405Z.jpg,2026-01-07 10:21:52,5,625
manual_capture_2026-01-07T04:51:47.520Z.jpg,2026-01-07 10:21:52,7,621
manual_capture_2026-01-07T04:51:49.581Z.jpg,2026-01-07 10:21:56,6,645
manual_capture_2026-01-07T04:51:49.698Z.jpg,2026-01-07 10:21:57,8,643
manual_capture_2026-01-07T04:51:51.113Z.jpg,2026-01-07 10:21:57,3,604
manual_capture_2026-01-07T04:51:53.160Z.jpg,2026-01-07 10:21:58,7,631
manual_capture_2026-01-07T04:51:53.304Z.jpg,2026-01-07 10:21:59,6,638
manual_capture_2026-01-07T04:51:58.623Z.jpg,2026-01-07 10:22:02,4,640
manual_capture_2026-01-07T04:52:00.183Z.jpg,2026-01-07 10:22:03,5,608
manual_capture_2026-01-07T04:52:03.496Z.jpg,2026-01-07 10:22:07,5,666
manual_capture_2026-01-07T04:52:03.738Z.jpg,2026-01-07 10:22:07,6,636
manual_capture_2026-01-07T04:52:05.041Z.jpg,2026-01-07 10:22:08,5,632
manual_capture_2026-01-07T04:52:06.778Z.jpg,2026-01-07 10:22:11,6,652
manual_capture_2026-01-07T04:52:10.263Z.jpg,2026-01-07 10:22:12,7,628
manual_capture_2026-01-07T04:52:10.378Z.jpg,2026-01-07 10:22:13,6,632
manual_capture_2026-01-07T04:52:10.920Z.jpg,2026-01-07 10:22:13,7,629
manual_capture_2026-01-07T04:52:12.696Z.jpg,2026-01-07 10:22:17,7,676
manual_capture_2026-01-07T04:52:13.254Z.jpg,2026-01-07 10:22:18,5,628
manual_capture_2026-01-07T04:52:13.331Z.jpg,2026-01-07 10:22:18,8,609
manual_capture_2026-01-07T04:52:16.416Z.jpg,2026-01-07 10:22:19,5,665
manual_capture_2026-01-07T04:52:16.995Z.jpg,2026-01-07 10:22:23,7,656
manual_capture_2026-01-07T04:52:17.034Z.jpg,2026-01-07 10:22:23,8,652
manual_capture_2026-01-07T04:52:17.275Z.jpg,2026-01-07 10:22:24,6,619
manual_capture_2026-01-07T04:52:18.771Z.jpg,2026-01-07 10:22:25,7,633
manual_capture_2026-01-07T04:52:20.116Z.jpg,2026-01-07 10:22:25,7,622
manual_capture_2026-01-07T04:52:20.459Z.jpg,2026-01-07 10:22:26,7,658
manual_capture_2026-01-07T04:52:20.583Z.jpg,2026-01-07 10:22:26,5,630
manual_capture_2026-01-07T04:52:21.230Z.jpg,2026-01-07 10:22:27,7,623
manual_capture_2026-01-07T04:52:22.450Z.jpg,2026-01-07 10:22:31,6,670
manual_capture_2026-01-07T04:52:22.692Z.jpg,2026-01-07 10:22:31,7,624
manual_capture_2026-01-07T04:52:25.006Z.jpg,2026-01-07 10:22:32,3,627
manual_capture_2026-01-07T04:52:26.810Z.jpg,2026-01-07 10:22:33,5,635
manual_capture_2026-01-07T04:52:28.495Z.jpg,2026-01-07 10:22:33,6,635
manual_capture_2026-01-07T04:52:29.930Z.jpg,2026-01-07 10:22:34,7,636
manual_capture_2026-01-07T04:52:30.647Z.jpg,2026-01-07 10:22:38,8,667
manual_capture_2026-01-07T04:52:30.999Z.jpg,2026-01-07 10:22:38,5,635
manual_capture_2026-01-07T04:52:32.942Z.jpg,2026-01-07 10:22:39,8,667
manual_capture_2026-01-07T04:52:33.039Z.jpg,2026-01-07 10:22:40,11,686
manual_capture_2026-01-07T04:52:35.557Z.jpg,2026-01-07 10:22:40,6,624
manual_capture_2026-01-07T04:52:37.087Z.jpg,2026-01-07 10:22:41,9,664
manual_capture_2026-01-07T04:52:37.088Z.jpg,2026-01-07 10:22:41,6,620
manual_capture_2026-01-07T04:52:37.279Z.jpg,2026-01-07 10:22:42,4,623
manual_capture_2026-01-07T04:52:37.889Z.jpg,2026-01-07 10:22:46,5,847
manual_capture_2026-01-07T04:52:38.214Z.jpg,2026-01-07 10:22:47,6,769
manual_capture_2026-01-07T04:52:38.647Z.jpg,2026-01-07 10:22:47,7,756
manual_capture_2026-01-07T04:52:39.051Z.jpg,2026-01-07 10:22:48,7,706
manual_capture_2026-01-07T04:52:41.112Z.jpg,2026-01-07 10:22:49,4,638
manual_capture_2026-01-07T04:52:41.921Z.jpg,2026-01-07 10:22:49,2,618
manual_capture_2026-01-07T04:52:41.962Z.jpg,2026-01-07 10:22:50,4,608
manual_capture_2026-01-07T04:52:43.884Z.jpg,2026-01-07 10:22:51,6,633
manual_capture_2026-01-07T04:52:43.890Z.jpg,2026-01-07 10:22:51,7,674
manual_capture_2026-01-07T04:52:45.501Z.jpg,2026-01-07 10:22:52,3,639
manual_capture_2026-01-07T04:52:45.563Z.jpg,2026-01-07 10:22:53,7,624
manual_capture_2026-01-07T04:52:46.202Z.jpg,2026-01-07 10:22:56,6,668
manual_capture_2026-01-07T04:52:46.310Z.jpg,2026-01-07 10:22:57,8,642
manual_capture_2026-01-07T04:52:48.159Z.jpg,2026-01-07 10:22:58,5,625
manual_capture_2026-01-07T04:52:48.567Z.jpg,2026-01-07 10:22:58,8,614
manual_capture_2026-01-07T04:52:49.301Z.jpg,2026-01-07 10:22:59,4,625
manual_capture_2026-01-07T04:52:55.862Z.jpg,2026-01-07 10:22:59,2,630
manual_capture_2026-01-07T04:52:59.286Z.jpg,2026-01-07 10:23:03,5,671
manual_capture_2026-01-07T04:53:00.029Z.jpg,2026-01-07 10:23:04,6,638
manual_capture_2026-01-07T04:53:14.466Z.jpg,2026-01-07 10:23:16,6,658
manual_capture_2026-01-07T04:53:15.533Z.jpg,2026-01-07 10:23:17,2,621
manual_capture_2026-01-07T04:53:16.157Z.jpg,2026-01-07 10:23:18,1,622
manual_capture_2026-01-07T04:53:16.409Z.jpg,2026-01-07 10:23:21,4,659
manual_capture_2026-01-07T04:53:16.719Z.jpg,2026-01-07 10:23:22,5,627
manual_capture_2026-01-07T04:53:16.722Z.jpg,2026-01-07 10:23:23,1,631
manual_capture_2026-01-07T04:53:17.007Z.jpg,2026-01-07 10:23:23,1,626
manual_capture_2026-01-07T04:53:17.176Z.jpg,2026-01-07 10:23:24,1,613
manual_capture_2026-01-07T04:53:19.321Z.jpg,2026-01-07 10:23:25,2,604
manual_capture_2026-01-07T04:53:20.654Z.jpg,2026-01-07 10:23:25,1,599
manual_capture_2026-01-07T04:53:21.974Z.jpg,2026-01-07 10:23:29,8,657
manual_capture_2026-01-07T04:53:22.659Z.jpg,2026-01-07 10:23:29,3,625
manual_capture_2026-01-07T04:53:26.677Z.jpg,2026-01-07 10:23:30,2,625
manual_capture_2026-01-07T04:53:27.262Z.jpg,2026-01-07 10:23:31,3,622
manual_capture_2026-01-07T04:53:27.463Z.jpg,2026-01-07 10:23:31,3,629
manual_capture_2026-01-07T04:53:32.953Z.jpg,2026-01-07 10:23:35,3,667
manual_capture_2026-01-07T04:53:33.012Z.jpg,2026-01-07 10:23:36,3,627
manual_capture_2026-01-07T04:53:33.345Z.jpg,2026-01-07 10:23:36,3,612
manual_capture_2026-01-07T04:53:34.772Z.jpg,2026-01-07 10:23:37,3,620
manual_capture_2026-01-07T04:53:34.956Z.jpg,2026-01-07 10:23:40,3,662
manual_capture_2026-01-07T04:53:35.217Z.jpg,2026-01-07 10:23:41,2,632
manual_capture_2026-01-07T04:53:39.075Z.jpg,2026-01-07 10:23:42,3,630
manual_capture_2026-01-07T04:53:39.076Z.jpg,2026-01-07 10:23:42,4,629
manual_capture_2026-01-07T04:53:39.233Z.jpg,2026-01-07 10:23:43,7,672
manual_capture_2026-01-07T04:53:45.524Z.jpg,2026-01-07 10:23:47,7,664
manual_capture_2026-01-07T04:53:45.553Z.jpg,2026-01-07 10:23:47,5,646
manual_capture_2026-01-07T04:53:49.422Z.jpg,2026-01-07 10:23:51,0,631
manual_capture_2026-01-07T04:53:52.580Z.jpg,2026-01-07 10:23:55,4,641
manual_capture_2026-01-07T04:53:55.626Z.jpg,2026-01-07 10:23:58,5,641
manual_capture_2026-01-07T04:54:10.737Z.jpg,2026-01-07 10:24:11,2,665
manual_capture_2026-01-07T04:54:16.728Z.jpg,2026-01-07 10:24:18,3,691
manual_capture_2026-01-07T04:54:18.710Z.jpg,2026-01-07 10:24:21,4,657
manual_capture_2026-01-07T04:54:19.876Z.jpg,2026-01-07 10:24:22,1,595
manual_capture_2026-01-07T04:54:20.048Z.jpg,2026-01-07 10:24:23,1,599
manual_capture_2026-01-07T04:54:20.582Z.jpg,2026-01-07 10:24:23,2,629
manual_capture_2026-01-07T04:54:26.330Z.jpg,2026-01-07 10:24:27,4,700
manual_capture_2026-01-07T04:54:26.380Z.jpg,2026-01-07 10:24:28,4,631
manual_capture_2026-01-07T04:54:26.510Z.jpg,2026-01-07 10:24:28,5,630
manual_capture_2026-01-07T04:54:27.680Z.jpg,2026-01-07 10:24:32,5,666
manual_capture_2026-01-07T04:54:27.685Z.jpg,2026-01-07 10:24:32,4,615
manual_capture_2026-01-07T04:54:27.874Z.jpg,2026-01-07 10:24:33,5,614
manual_capture_2026-01-07T04:54:28.016Z.jpg,2026-01-07 10:24:34,6,641
manual_capture_2026-01-07T04:54:28.413Z.jpg,2026-01-07 10:24:34,5,655
manual_capture_2026-01-07T04:54:28.581Z.jpg,2026-01-07 10:24:35,3,622
manual_capture_2026-01-07T04:54:29.144Z.jpg,2026-01-07 10:24:36,4,628
manual_capture_2026-01-07T04:54:29.184Z.jpg,2026-01-07 10:24:36,3,614
manual_capture_2026-01-07T04:54:29.284Z.jpg,2026-01-07 10:24:37,4,674
manual_capture_2026-01-07T04:54:29.737Z.jpg,2026-01-07 10:24:38,3,639
manual_capture_2026-01-07T04:54:29.949Z.jpg,2026-01-07 10:24:38,5,615
manual_capture_2026-01-07T04:54:30.619Z.jpg,2026-01-07 10:24:39,6,611
manual_capture_2026-01-07T04:54:30.677Z.jpg,2026-01-07 10:24:39,3,615
manual_capture_2026-01-07T04:54:30.899Z.jpg,2026-01-07 10:24:40,2,637
manual_capture_2026-01-07T04:54:31.364Z.jpg,2026-01-07 10:24:41,1,641
manual_capture_2026-01-07T04:54:31.566Z.jpg,2026-01-07 10:24:41,3,630
manual_capture_2026-01-07T04:54:31.818Z.jpg,2026-01-07 10:24:45,2,676
manual_capture_2026-01-07T04:54:32.053Z.jpg,2026-01-07 10:24:46,2,617
manual_capture_2026-01-07T04:54:32.409Z.jpg,2026-01-07 10:24:46,4,622
manual_capture_2026-01-07T04:54:33.659Z.jpg,2026-01-07 10:24:47,3,622
manual_capture_2026-01-07T04:54:34.316Z.jpg,2026-01-07 10:24:48,3,639
manual_capture_2026-01-07T04:54:34.355Z.jpg,2026-01-07 10:24:48,3,649
manual_capture_2026-01-07T04:54:34.521Z.jpg,2026-01-07 10:24:49,5,642
manual_capture_2026-01-07T04:54:34.615Z.jpg,2026-01-07 10:24:49,2,619
manual_capture_2026-01-07T04:54:35.112Z.jpg,2026-01-07 10:24:50,4,615
manual_capture_2026-01-07T04:54:35.243Z.jpg,2026-01-07 10:24:51,4,637
manual_capture_2026-01-07T04:54:36.080Z.jpg,2026-01-07 10:24:51,5,638
manual_capture_2026-01-07T04:54:36.648Z.jpg,2026-01-07 10:24:52,5,633
manual_capture_2026-01-07T04:54:37.022Z.jpg,2026-01-07 10:24:53,6,630
manual_capture_2026-01-07T04:54:38.221Z.jpg,2026-01-07 10:24:53,4,629
manual_capture_2026-01-07T04:54:38.312Z.jpg,2026-01-07 10:24:54,3,616
manual_capture_2026-01-07T04:54:38.750Z.jpg,2026-01-07 10:24:54,3,618
manual_capture_2026-01-07T04:54:38.888Z.jpg,2026-01-07 10:24:55,2,628
manual_capture_2026-01-07T04:54:39.691Z.jpg,2026-01-07 10:24:56,4,628
manual_capture_2026-01-07T04:54:40.165Z.jpg,2026-01-07 10:24:56,4,625
manual_capture_2026-01-07T04:54:40.185Z.jpg,2026-01-07 10:24:57,3,646
manual_capture_2026-01-07T04:54:40.461Z.jpg,2026-01-07 10:24:58,4,640
manual_capture_2026-01-07T04:54:41.992Z.jpg,2026-01-07 10:24:58,4,613
manual_capture_2026-01-07T04:54:43.530Z.jpg,2026-01-07 10:24:59,3,670
manual_capture_2026-01-07T04:54:43.730Z.jpg,2026-01-07 10:25:00,4,650
manual_capture_2026-01-07T04:54:44.872Z.jpg,2026-01-07 10:25:03,5,664
manual_capture_2026-01-07T04:54:45.172Z.jpg,2026-01-07 10:25:04,4,632
manual_capture_2026-01-07T04:54:45.207Z.jpg,2026-01-07 10:25:05,4,624
manual_capture_2026-01-07T04:54:46.610Z.jpg,2026-01-07 10:25:05,4,623
manual_capture_2026-01-07T04:54:46.911Z.jpg,2026-01-07 10:25:06,3,630
manual_capture_2026-01-07T04:54:47.789Z.jpg,2026-01-07 10:25:06,2,604
manual_capture_2026-01-07T04:54:48.771Z.jpg,2026-01-07 10:25:07,5,638
manual_capture_2026-01-07T04:54:48.939Z.jpg,2026-01-07 10:25:08,2,625
manual_capture_2026-01-07T04:54:50.835Z.jpg,2026-01-07 10:25:08,2,630
manual_capture_2026-01-07T04:54:53.298Z.jpg,2026-01-07 10:25:09,4,618
manual_capture_2026-01-07T04:54:53.320Z.jpg,2026-01-07 10:25:10,3,638
manual_capture_2026-01-07T04:54:53.352Z.jpg,2026-01-07 10:25:10,3,606
manual_capture_2026-01-07T04:54:55.548Z.jpg,2026-01-07 10:25:11,3,621
manual_capture_2026-01-07T04:54:55.767Z.jpg,2026-01-07 10:25:11,3,626
manual_capture_2026-01-07T04:54:56.429Z.jpg,2026-01-07 10:25:12,5,671
manual_capture_2026-01-07T04:54:56.918Z.jpg,2026-01-07 10:25:13,3,626
manual_capture_2026-01-07T04:54:57.093Z.jpg,2026-01-07 10:25:13,4,673
manual_capture_2026-01-07T04:54:57.140Z.jpg,2026-01-07 10:25:14,6,661
manual_capture_2026-01-07T04:54:58.002Z.jpg,2026-01-07 10:25:15,7,650
manual_capture_2026-01-07T04:54:58.889Z.jpg,2026-01-07 10:25:15,6,653
manual_capture_2026-01-07T04:54:59.486Z.jpg,2026-01-07 10:25:16,4,642
manual_capture_2026-01-07T04:54:59.649Z.jpg,2026-01-07 10:25:17,7,651
manual_capture_2026-01-07T04:54:59.757Z.jpg,2026-01-07 10:25:17,5,658
manual_capture_2026-01-07T04:55:00.285Z.jpg,2026-01-07 10:25:18,3,776
manual_capture_2026-01-07T04:55:00.826Z.jpg,2026-01-07 10:25:19,6,633
manual_capture_2026-01-07T04:55:00.949Z.jpg,2026-01-07 10:25:19,0,0
manual_capture_2026-01-07T04:55:02.266Z.jpg,2026-01-07 10:25:19,0,0
manual_capture_2026-01-07T04:55:03.039Z.jpg,2026-01-07 10:25:19,0,0
manual_capture_2026-01-07T04:55:16.504Z.jpg,2026-01-07 10:25:22,4,712
manual_capture_2026-01-07T04:55:31.731Z.jpg,2026-01-07 10:25:32,1,626
manual_capture_2026-01-07T04:55:37.431Z.jpg,2026-01-07 10:25:39,5,657
